Time,F-Scale,Location,County,State,Lat,Lon,Comments
0758,100,FORT SMITH,SEBASTIAN,AR,35.39,-94.4,(TSA)
0758,75,BIDVILLE,CRAWFORD,AR,35.74,-93.98,(TSA)
0801,75,4 N WALDRON,SCOTT,AR,34.96,-94.09,(LZK)
0802,100,HEAVENER,LE FLORE,OK,34.89,-94.6,(TSA)
0814,100,2 W BENDAVIS,TEXAS,MO,37.3,-92.24,REPORTED ON THE WRIGHT...TEXAS COUNTY LINE. (SGF)
0815,100,7 N MOUNTAIN GROVE,WRIGHT,MO,37.23,-92.26,REPORT OF QUARTER HAIL NEAR WRIGHT AND TEXAS COUNTY LINE. (SGF)
0820,300,4 E PIEDMONT,WAYNE,MO,37.15,-90.63,ONE MILE NORTH OF HIGHWAY 4 NEAR HIGHWAY DD. (PAH)
0820,175,WASHINGTON,FRANKLIN,MO,38.55,-91.01,(LSX)
0835,175,WELDON SPRING,ST. CHARLES,MO,38.72,-90.65,(LSX)
0840,75,HASTY,NEWTON,AR,36.02,-93.05,(LZK)
0840,175,WASOLA,OZARK,MO,36.79,-92.58,(SGF)
0859,200,BERKELEY,ST. LOUIS,MO,38.74,-90.34,OBSERVER AT LAMBERT AIRPORT REPORTED 2 1/4 INCH HAIL FROM 259 TO 305 AM. (LSX)
0900,175,6 NE WINONA,SHANNON,MO,37.07,-91.25,(SGF)
0905,75,ALTON,MADISON,IL,38.9,-90.15,(LSX)
0920,88,PAWNEE,SANGAMON,IL,39.59,-89.58,(ILX)
0930,75,WEST PLAINS,HOWELL,MO,36.73,-91.85,REPORTS OF HAIL OCCURED COUNTY WIDE. (SGF)
0932,75,2 E DECATUR,MACON,IL,39.85,-88.9,ON EAST SIDE OF DECATUR. (ILX)
1021,75,5 W BALDWIN,RANDOLPH,IL,38.18,-89.94,(LSX)
1144,75,3 S FLORA,CLAY,IL,38.63,-88.48,REPORTED BY CLAY COUNTY ESDA. (ILX)
